"id","user_id","product_id","purchased_at","returned_at","created_at","updated_at","added_to_cart_at","_airbyte_extracted_at"
276,276,67,,,2006-05-25 06:14:29.232,2024-09-18 05:28:01.000,2018-04-19 06:14:29.000,2024-09-18 05:28:01.531
367,368,7,2014-03-13 16:45:39.000,,2006-07-08 16:45:39.247,2024-09-18 05:28:01.000,2009-04-13 16:45:39.000,2024-09-18 05:28:01.536
626,626,52,2015-11-11 07:54:03.000,,2000-05-16 07:54:03.764,2024-09-18 05:28:01.000,2014-05-29 07:54:03.000,2024-09-18 05:28:01.541
277,278,62,,,2007-08-14 21:03:38.153,2024-09-18 05:28:01.000,2009-12-30 21:03:38.000,2024-09-18 05:28:01.531
506,506,50,,,2004-07-16 19:34:31.566,2024-09-18 05:28:01.000,2009-10-12 19:34:31.000,2024-09-18 05:28:01.535
253,253,11,2015-05-07 02:52:32.000,,2000-05-15 02:52:32.471,2024-09-18 05:28:01.000,2010-04-05 02:52:32.000,2024-09-18 05:28:01.530
938,939,45,2020-04-11 13:56:21.000,,2001-09-23 13:56:21.065,2024-09-18 05:28:01.000,2014-06-08 13:56:21.000,2024-09-18 05:28:01.595
178,179,62,,,2017-08-09 02:30:07.418,2024-09-18 05:28:01.000,2022-10-17 02:30:07.000,2024-09-18 05:28:01.532
792,792,28,,,2018-01-23 19:19:14.798,2024-09-18 05:28:01.000,2023-08-29 19:19:14.000,2024-09-18 05:28:01.589
48,49,84,2021-02-04 17:00:30.000,,2000-04-08 17:00:30.955,2024-09-18 05:28:01.000,2012-04-20 17:00:30.000,2024-09-18 05:28:01.531
985,985,7,2021-09-01 06:29:33.000,,2005-01-04 06:29:33.920,2024-09-18 05:28:01.000,2019-08-21 06:29:33.000,2024-09-18 05:28:01.596
362,362,62,2024-06-13 20:01:47.000,,2013-03-07 20:01:47.868,2024-09-18 05:28:01.000,2024-05-05 20:01:47.000,2024-09-18 05:28:01.536
284,284,67,,,2010-06-09 10:39:02.274,2024-09-18 05:28:01.000,2016-04-04 10:39:02.000,2024-09-18 05:28:01.532
516,516,92,2023-11-12 03:04:56.000,2024-08-04 03:04:56.000,2015-08-27 03:04:56.658,2024-09-18 05:28:01.000,2022-05-23 03:04:56.000,2024-09-18 05:28:01.536
962,962,54,2020-12-17 13:13:23.000,,2004-11-04 13:13:23.519,2024-09-18 05:28:01.000,2015-09-08 13:13:23.000,2024-09-18 05:28:01.594
582,582,49,2024-02-26 04:38:12.000,,2022-10-04 04:38:12.479,2024-09-18 05:28:01.000,2023-10-01 04:38:12.000,2024-09-18 05:28:01.539
482,482,17,2023-04-25 11:12:07.000,,2020-06-15 11:12:07.614,2024-09-18 05:28:01.000,2022-10-21 11:12:07.000,2024-09-18 05:28:01.539
26,26,37,2023-11-15 14:24:13.000,,2002-02-18 14:24:13.825,2024-09-18 05:28:01.000,2016-07-24 14:24:13.000,2024-09-18 05:28:01.529
853,853,76,2023-11-13 22:59:58.000,2024-04-23 22:59:58.000,2007-10-06 22:59:58.032,2024-09-18 05:28:01.000,2021-09-08 22:59:58.000,2024-09-18 05:28:01.591
400,400,97,,,2003-03-04 20:13:18.334,2024-09-18 05:28:01.000,2014-06-25 20:13:18.000,2024-09-18 05:28:01.536
373,373,49,2011-06-01 20:50:15.000,,2008-07-06 20:50:15.736,2024-09-18 05:28:01.000,2010-02-15 20:50:15.000,2024-09-18 05:28:01.536
181,181,34,,,2005-01-11 00:54:13.598,2024-09-18 05:28:01.000,2023-11-01 00:54:13.000,2024-09-18 05:28:01.532
429,429,47,2018-12-13 08:38:06.000,,2002-11-10 08:38:06.606,2024-09-18 05:28:01.000,2008-01-18 08:38:06.000,2024-09-18 05:28:01.539
713,713,72,2022-02-18 07:36:55.000,2023-01-12 07:36:55.000,2015-03-01 07:36:55.244,2024-09-18 05:28:01.000,2021-03-07 07:36:55.000,2024-09-18 05:28:01.543
714,714,2,,,2005-08-28 03:38:03.976,2024-09-18 05:28:01.000,2010-05-13 03:38:03.000,2024-09-18 05:28:01.543
132,132,73,,,2016-11-17 06:07:38.694,2024-09-18 05:28:01.000,2023-02-01 06:07:38.000,2024-09-18 05:28:01.527
821,821,99,2023-03-18 02:38:11.000,,2009-12-09 02:38:11.618,2024-09-18 05:28:01.000,2022-05-30 02:38:11.000,2024-09-18 05:28:01.590
147,148,77,,,2009-06-10 11:02:05.526,2024-09-18 05:28:01.000,2014-02-23 11:02:05.000,2024-09-18 05:28:01.529
544,544,40,2024-09-04 07:49:21.000,,2004-01-01 07:49:21.162,2024-09-18 05:28:01.000,2024-05-31 07:49:21.000,2024-09-18 05:28:01.539
175,175,88,,,2001-01-09 23:06:24.978,2024-09-18 05:28:01.000,2011-12-10 23:06:24.000,2024-09-18 05:28:01.532
987,988,53,2021-01-20 21:25:25.000,,2007-11-09 21:25:25.294,2024-09-18 05:28:01.000,2014-04-09 21:25:25.000,2024-09-18 05:28:01.597
838,839,56,2014-10-14 07:58:22.000,,2010-05-25 07:58:22.802,2024-09-18 05:28:01.000,2014-03-30 07:58:22.000,2024-09-18 05:28:01.591
290,290,47,2021-06-03 23:34:54.000,,2019-11-08 23:34:54.811,2024-09-18 05:28:01.000,2020-08-26 23:34:54.000,2024-09-18 05:28:01.532
727,728,96,2023-05-12 13:10:06.000,,2002-10-26 13:10:06.325,2024-09-18 05:28:01.000,2011-02-19 13:10:06.000,2024-09-18 05:28:01.544
673,673,64,,,2002-02-12 22:15:52.870,2024-09-18 05:28:01.000,2003-08-24 22:15:52.000,2024-09-18 05:28:01.543
497,498,49,2024-07-15 10:00:35.000,,2001-11-04 10:00:35.328,2024-09-18 05:28:01.000,2020-04-25 10:00:35.000,2024-09-18 05:28:01.541
550,550,92,2021-02-12 13:32:52.000,,2014-12-24 13:32:52.393,2024-09-18 05:28:01.000,2021-01-06 13:32:52.000,2024-09-18 05:28:01.540
336,336,79,2023-09-05 00:43:49.000,,2013-06-19 00:43:49.547,2024-09-18 05:28:01.000,2016-08-14 00:43:49.000,2024-09-18 05:28:01.535
970,970,25,,,2001-01-09 13:59:11.947,2024-09-18 05:28:01.000,2023-09-14 13:59:11.000,2024-09-18 05:28:01.595
183,183,3,2019-10-11 11:11:30.000,,2011-10-06 11:11:30.969,2024-09-18 05:28:01.000,2014-11-01 11:11:30.000,2024-09-18 05:28:01.533
31,31,38,2024-05-13 18:19:59.000,,2017-08-26 18:19:59.909,2024-09-18 05:28:01.000,2024-01-22 18:19:59.000,2024-09-18 05:28:01.530
926,926,85,2023-03-17 05:43:42.000,,2003-09-14 05:43:42.162,2024-09-18 05:28:01.000,2016-01-15 05:43:42.000,2024-09-18 05:28:01.594
110,110,76,2023-11-18 07:16:53.000,,2008-02-18 07:16:53.787,2024-09-18 05:28:01.000,2023-01-09 07:16:53.000,2024-09-18 05:28:01.532
662,662,33,,,2007-08-04 20:23:09.348,2024-09-18 05:28:01.000,2019-06-09 20:23:09.000,2024-09-18 05:28:01.543
560,560,39,2015-10-06 21:16:47.000,,2004-02-23 21:16:47.459,2024-09-18 05:28:01.000,2015-01-02 21:16:47.000,2024-09-18 05:28:01.541
265,265,71,2013-04-19 08:36:23.000,,2010-01-16 08:36:23.131,2024-09-18 05:28:01.000,2012-12-24 08:36:23.000,2024-09-18 05:28:01.531
311,311,27,2021-11-12 10:49:46.000,,2004-02-24 10:49:46.536,2024-09-18 05:28:01.000,2010-08-26 10:49:46.000,2024-09-18 05:28:01.533
831,831,79,2023-01-12 14:30:31.000,,2016-12-06 14:30:31.464,2024-09-18 05:28:01.000,2017-02-12 14:30:31.000,2024-09-18 05:28:01.590
374,374,74,,,2005-10-05 18:03:57.775,2024-09-18 05:28:01.000,2008-05-31 18:03:57.000,2024-09-18 05:28:01.536
146,146,26,2017-11-03 14:30:49.000,,2004-04-30 14:30:49.460,2024-09-18 05:28:01.000,2012-11-05 14:30:49.000,2024-09-18 05:28:01.529
435,435,38,2018-04-18 00:01:39.000,,2011-11-21 00:01:39.048,2024-09-18 05:28:01.000,2017-07-26 00:01:39.000,2024-09-18 05:28:01.540
483,483,85,,,2013-05-03 07:22:32.870,2024-09-18 05:28:01.000,2021-12-11 07:22:32.000,2024-09-18 05:28:01.539
382,382,2,,,2001-04-05 09:39:40.453,2024-09-18 05:28:01.000,2004-06-06 09:39:40.000,2024-09-18 05:28:01.535
722,722,80,2022-12-18 12:00:42.000,,2015-04-05 12:00:42.317,2024-09-18 05:28:01.000,2019-04-15 12:00:42.000,2024-09-18 05:28:01.543
433,433,43,2021-11-01 07:31:10.000,,2004-12-16 07:31:10.565,2024-09-18 05:28:01.000,2004-12-30 07:31:10.000,2024-09-18 05:28:01.540
312,312,23,2023-03-19 16:57:24.000,2023-11-30 16:57:24.000,2002-01-25 16:57:24.684,2024-09-18 05:28:01.000,2014-03-15 16:57:24.000,2024-09-18 05:28:01.533
189,189,48,,,2014-12-09 09:15:49.015,2024-09-18 05:28:01.000,2015-04-18 09:15:49.000,2024-09-18 05:28:01.533
352,352,44,2024-05-29 23:12:58.000,,2015-06-25 23:12:58.360,2024-09-18 05:28:01.000,2022-05-12 23:12:58.000,2024-09-18 05:28:01.535
515,515,40,2020-05-30 19:21:34.000,,2018-06-09 19:21:34.033,2024-09-18 05:28:01.000,2019-10-17 19:21:34.000,2024-09-18 05:28:01.536
177,178,13,2019-11-16 00:57:08.000,,2003-08-12 00:57:08.711,2024-09-18 05:28:01.000,2019-08-16 00:57:08.000,2024-09-18 05:28:01.532
185,185,62,,,2016-05-17 08:40:23.315,2024-09-18 05:28:01.000,2024-05-13 08:40:23.000,2024-09-18 05:28:01.533
260,260,51,2023-02-03 23:26:28.000,,2002-01-30 23:26:28.644,2024-09-18 05:28:01.000,2022-11-09 23:26:28.000,2024-09-18 05:28:01.531
689,689,57,2012-11-17 10:14:12.000,2019-02-26 10:14:12.000,2009-01-08 10:14:12.537,2024-09-18 05:28:01.000,2012-10-25 10:14:12.000,2024-09-18 05:28:01.544
715,715,39,2019-05-03 02:32:38.000,2020-11-11 02:32:38.000,2008-10-29 02:32:38.212,2024-09-18 05:28:01.000,2013-02-06 02:32:38.000,2024-09-18 05:28:01.543
231,231,88,2024-02-28 10:05:17.000,,2018-08-23 10:05:17.060,2024-09-18 05:28:01.000,2023-01-16 10:05:17.000,2024-09-18 05:28:01.528
452,452,73,2021-12-29 05:30:34.000,,2011-06-06 05:30:34.074,2024-09-18 05:28:01.000,2014-04-01 05:30:34.000,2024-09-18 05:28:01.536
41,41,55,2017-08-25 20:59:30.000,2018-01-22 20:59:30.000,2008-08-08 20:59:30.935,2024-09-18 05:28:01.000,2013-06-10 20:59:30.000,2024-09-18 05:28:01.531
631,631,81,,,2021-11-15 20:48:11.106,2024-09-18 05:28:01.000,2024-02-12 20:48:11.000,2024-09-18 05:28:01.541
477,478,89,2023-01-10 01:02:25.000,2024-01-14 01:02:25.000,2011-11-06 01:02:25.007,2024-09-18 05:28:01.000,2014-06-22 01:02:25.000,2024-09-18 05:28:01.539
329,329,44,,,2003-03-27 13:43:03.217,2024-09-18 05:28:01.000,2024-07-25 13:43:03.000,2024-09-18 05:28:01.534
671,671,87,2024-04-09 00:26:58.000,,2020-08-03 00:26:58.800,2024-09-18 05:28:01.000,2024-03-20 00:26:58.000,2024-09-18 05:28:01.543
498,499,67,2020-07-05 15:50:09.000,,2013-07-01 15:50:09.017,2024-09-18 05:28:01.000,2014-08-17 15:50:09.000,2024-09-18 05:28:01.541
574,574,44,,,2008-02-14 10:56:06.327,2024-09-18 05:28:01.000,2010-01-12 10:56:06.000,2024-09-18 05:28:01.538
207,208,64,,,2011-10-01 02:55:13.643,2024-09-18 05:28:01.000,2019-06-14 02:55:13.000,2024-09-18 05:28:01.527
971,971,13,,,2012-10-12 23:52:17.317,2024-09-18 05:28:01.000,2024-05-28 23:52:17.000,2024-09-18 05:28:01.595
140,140,90,2024-07-24 19:17:20.000,,2019-07-23 19:17:20.677,2024-09-18 05:28:01.000,2024-07-23 19:17:20.000,2024-09-18 05:28:01.528
542,542,80,2014-09-14 21:27:16.000,2019-11-03 21:27:16.000,2001-12-26 21:27:16.620,2024-09-18 05:28:01.000,2003-03-28 21:27:16.000,2024-09-18 05:28:01.539
461,461,8,,,2009-03-20 00:01:18.110,2024-09-18 05:28:01.000,2011-10-14 00:01:18.000,2024-09-18 05:28:01.537
514,514,22,,,2013-12-11 17:40:23.178,2024-09-18 05:28:01.000,2014-01-02 17:40:23.000,2024-09-18 05:28:01.536
665,665,75,2018-06-06 13:16:15.000,,2008-04-12 13:16:15.970,2024-09-18 05:28:01.000,2012-07-30 13:16:15.000,2024-09-18 05:28:01.543
83,83,46,2024-02-11 17:49:16.000,,2018-01-16 17:49:16.341,2024-09-18 05:28:01.000,2022-07-29 17:49:16.000,2024-09-18 05:28:01.529
24,24,23,2015-04-22 03:31:35.000,2019-04-23 03:31:35.000,2001-12-20 03:31:35.906,2024-09-18 05:28:01.000,2015-01-07 03:31:35.000,2024-09-18 05:28:01.529
198,199,16,,,2018-06-11 22:22:38.520,2024-09-18 05:28:01.000,2021-11-25 22:22:38.000,2024-09-18 05:28:01.526
326,326,53,,,2006-06-12 00:10:37.649,2024-09-18 05:28:01.000,2009-01-09 00:10:37.000,2024-09-18 05:28:01.534
609,609,35,2010-08-22 09:04:59.000,,2009-02-19 09:04:59.394,2024-09-18 05:28:01.000,2009-04-11 09:04:59.000,2024-09-18 05:28:01.540
628,629,74,2023-02-28 07:39:31.000,2024-07-16 07:39:31.000,2007-06-12 07:39:31.006,2024-09-18 05:28:01.000,2022-05-22 07:39:31.000,2024-09-18 05:28:01.541
154,154,12,2023-10-11 00:25:54.000,2024-07-01 00:25:54.000,2012-09-15 00:25:54.556,2024-09-18 05:28:01.000,2022-09-17 00:25:54.000,2024-09-18 05:28:01.530
469,469,94,,,2000-04-10 19:13:13.072,2024-09-18 05:28:01.000,2019-05-09 19:13:13.000,2024-09-18 05:28:01.538
308,309,15,2017-07-25 07:27:24.000,,2013-05-19 07:27:24.690,2024-09-18 05:28:01.000,2016-12-31 07:27:24.000,2024-09-18 05:28:01.533
143,143,12,,,2000-07-26 16:31:04.491,2024-09-18 05:28:01.000,2023-01-01 16:31:04.000,2024-09-18 05:28:01.529
679,679,38,,,2014-12-13 05:52:01.983,2024-09-18 05:28:01.000,2016-03-03 05:52:01.000,2024-09-18 05:28:01.544
214,214,59,2019-08-15 19:53:00.000,,2015-10-29 19:53:00.502,2024-09-18 05:28:01.000,2016-08-05 19:53:00.000,2024-09-18 05:28:01.527
744,744,61,,,2014-10-11 16:19:06.642,2024-09-18 05:28:01.000,2021-08-21 16:19:06.000,2024-09-18 05:28:01.544
